	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
1318	Persian	uncles and aunts	دایی	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1319	Persian	uncles and aunts	عمه	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1320	Persian	uncles and aunts	خاله	Wiktionary	maternal aunt	"Mo;Ss"	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y)	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1770	Persian	siblings	برادر	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1771	Persian	siblings	داداش	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1772	Persian	siblings	خواهر	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1773	Persian	siblings	همشیره	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1774	Phoenician	siblings	𐤀𐤇	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1775	Phoenician	siblings	𐤀𐤇𐤕	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
438	Plautdietsch	grandchildren	grootsän	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
439	Plautdietsch	grandchildren	grootdochta	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
778	Plautdietsch	grandparents	grootfoda	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
779	Plautdietsch	grandparents	groospa	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
780	Plautdietsch	grandparents	groosma	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1054	Plautdietsch	nephews and nieces	plemmenikj	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1055	Plautdietsch	nephews and nieces	plemenitze	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1321	Plautdietsch	uncles and aunts	onkel	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1322	Plautdietsch	uncles and aunts	mumm	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1323	Plautdietsch	uncles and aunts	taunte	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1776	Plautdietsch	siblings	brooda	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1777	Plautdietsch	siblings	sesta	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1778	Polabian	siblings	brot	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1779	Polabian	siblings	sestră	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
250	Polish	cousins	kuzyn	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
251	Polish	cousins	kuzynka	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
440	Polish	grandchildren	wnuczę	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
441	Polish	grandchildren	wnuczek	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
442	Polish	grandchildren	wnuczka	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
443	Polish	grandchildren	wnuk	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
781	Polish	grandparents	dziadek	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
782	Polish	grandparents	dziadziuś	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
783	Polish	grandparents	babcia	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
784	Polish	grandparents	babka	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
785	Polish	grandparents	babunia	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1056	Polish	nephews and nieces	bratanek	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1057	Polish	nephews and nieces	siostrzeniec	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1058	Polish	nephews and nieces	bratanica	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1059	Polish	nephews and nieces	siostrzenica	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1324	Polish	uncles and aunts	stryj	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1325	Polish	uncles and aunts	stryjek	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1326	Polish	uncles and aunts	wuj	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1327	Polish	uncles and aunts	wujek	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1780	Polish	siblings	brat	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1781	Polish	siblings	siostra	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
252	Portuguese	cousins	primo	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
253	Portuguese	cousins	prima	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
444	Portuguese	grandchildren	neto	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
445	Portuguese	grandchildren	neta	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
786	Portuguese	grandparents	avó	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
787	Portuguese	grandparents	avô	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
788	Portuguese	grandparents	vovô	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
789	Portuguese	grandparents	vovó	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
790	Portuguese	grandparents	vó	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1060	Portuguese	nephews and nieces	sobrinho	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1061	Portuguese	nephews and nieces	sobrinha	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1328	Portuguese	uncles and aunts	tio	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1329	Portuguese	uncles and aunts	tia	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1782	Portuguese	siblings	irmão	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1783	Portuguese	siblings	irmã	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
791	Quechua	grandparents	awki	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
792	Quechua	grandparents	jatun tata	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
793	Quechua	grandparents	jatun mama	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1062	Quechua	nephews and nieces	kuncha	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1063	Quechua	nephews and nieces	mulla	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1784	Quechua	siblings	turi	Wiktionary	brother (female speaking)	"o;Br"	C(x, y) ↔ ∃z A(x, z) ∧ B(z, y)	"o;Br"	-
1785	Quechua	siblings	wawqi	Wiktionary	brother (male speaking)	"x;Br"	C(x, y) ↔ ∃z A(x, z) ∧ B(z, y)	"x;Br"	-
1786	Quechua	siblings	ñaña	Wiktionary	sister (female speaking)	"o;Ss"	C(x, y) ↔ ∃z A(x, z) ∧ B(z, y)	"o;Ss"	-
1787	Quechua	siblings	pani	Wiktionary	sister (male speaking)	"x;Ss"	C(x, y) ↔ ∃z A(x, z) ∧ B(z, y)	"x;Ss"	-
1788	Romani	siblings	phral	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1789	Romani	siblings	phen	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
254	Romanian	cousins	văr	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
255	Romanian	cousins	vară	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
794	Romanian	grandparents	bunic	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
795	Romanian	grandparents	bunicuț	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
796	Romanian	grandparents	tataie	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
797	Romanian	grandparents	bunică	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
798	Romanian	grandparents	mamaie	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
799	Romanian	grandparents	bunicuță	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1064	Romanian	nephews and nieces	nepot	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1065	Romanian	nephews and nieces	nepoată	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1330	Romanian	uncles and aunts	unchi	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1331	Romanian	uncles and aunts	mătușă	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1790	Romanian	siblings	frate	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1791	Romanian	siblings	soră	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1792	Romansch	siblings	frar	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1793	Romansch	siblings	sora	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1794	Romansch	siblings	sour	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
256	Russian	cousins	кузе́н	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
257	Russian	cousins	кузи́на	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
446	Russian	grandchildren	внук	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
447	Russian	grandchildren	вну́чка	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
448	Russian	grandchildren	внучо́к	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
800	Russian	grandparents	де́душка	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
801	Russian	grandparents	дед	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
802	Russian	grandparents	ба́бушка	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
803	Russian	grandparents	ба́ба	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
